अफ्रीका	Afrika
ढाँचा:Country data Trentino-Alto Adige/Südtirol	Mall:Landsdata Trentino-Alto Adige
ढाँचा:Country data Turks and Caicos Islands	Mall:Landsdata Turks- och Caicosöarna
ढाँचा:Country data Uganda	Mall:Landsdata Uganda
ढाँचा:Country data Ukrainian SSR	Mall:Landsdata Ukrainska SSR
ढाँचा:Country data Umbria	Mall:Landsdata Umbrien
ढाँचा:Country data United Nations	Mall:Landsdata Förenta nationerna
ढाँचा:Country data Union of South Africa	Mall:Landsdata Sydafrikanska unionen
ढाँचा:Country data Upper Volta	Mall:Landsdata Övre Volta
ढाँचा:Country data Utah	Mall:Landsdata Utah
ढाँचा:Country data Valencian Community	Mall:Landsdata Valencia
ढाँचा:Country data Vanuatu	Mall:Landsdata Vanuatu
ढाँचा:Country data Vermont	Mall:Landsdata Vermont
ढाँचा:Country data Veneto	Mall:Landsdata Veneto
ढाँचा:Country data Virginia	Mall:Landsdata Virginia
ढाँचा:Country data Uzbek SSR	Mall:Landsdata Uzbekiska SSR
ढाँचा:Country data Walloon Region	Mall:Landsdata Vallonien
ढाँचा:Country data Washington	Mall:Landsdata Washington
ढाँचा:Country data West Virginia	Mall:Landsdata West Virginia
ढाँचा:Country data Western Australia	Mall:Landsdata Western Australia
ढाँचा:Country data Wisconsin	Mall:Landsdata Wisconsin
ढाँचा:Country data Wyoming	Mall:Landsdata Wyoming
ढाँचा:Country data Yemen	Mall:Landsdata Jemen
ढाँचा:Country data Yukon	Mall:Landsdata Yukon
ढाँचा:Country data Zambia	Mall:Landsdata Zambia
ढाँचा:Country data Zanzibar	Mall:Landsdata Zanzibar
ढाँचा:Country data Åland Islands	Mall:Landsdata Åland
ढाँचा:Country data Basque Country	Mall:Landsdata Baskien
ढाँचा:Country data Eritrea	Mall:Landsdata Eritrea
Portal:गणित	Portal:Matematik
ढाँचा:Country data Marche	Mall:Landsdata Marche
श्रेणी:Blood disorders	Kategori:Blodsjukdomar
ढाँचा:विज्ञान-आधार	Mall:Vetenskapsstub
ढाँचा:Diff	Mall:Diff
ढाँचा:Country data Campania	Mall:Landsdata Kampanien
ढाँचा:Country data Piedmont	Mall:Landsdata Piemonte
ढाँचा:Infobox color	Mall:Färg infobox
ढाँचा:सन्दूक हिन्दू धर्म	Mall:Hinduism
ढाँचा:Guideline list	Mall:Riktlinjer
ढाँचा:Nature nav	Mall:Natur
श्रेणी:इटालियन चित्रकारहरू	Kategori:Italienska konstnärer
ढाँचा:Infobox Olympics Nepal	Mall:Fakta Nepal i olympiska spelen
ढाँचा:Spain Squad 2006 World Cup	Mall:Spaniens trupp i VM i fotboll 2006
ढाँचा:ISS modules	Mall:Internationella rymdstationen
ढाँचा:User grc-2	Mall:Användare grc-2
ढाँचा:RWA	Mall:RWA
ढाँचा:OMIM2	Mall:OMIM2
ढाँचा:Lang-th	Mall:Lang-th
ढाँचा:Lang-sq	Mall:Lang-al
ढाँचा:Lang-ps	Mall:Lang-ps
ढाँचा:Lang-oc	Mall:Lang-oc
ढाँचा:Lang-ka	Mall:Lang-ka
ढाँचा:Lang-hu	Mall:Lang-hu
ढाँचा:Lang-gd	Mall:Lang-gd
ढाँचा:Lang-fo	Mall:Lang-fo
ढाँचा:Lang-fj	Mall:Lang-fj
ढाँचा:Lang-fil	Mall:Lang-fil
ढाँचा:Lang-et	Mall:Lang-et
ढाँचा:Lang-es	Mall:Lang-es
ढाँचा:Lang-cy	Mall:Lang-cy
ढाँचा:Lang-ca	Mall:Lang-ca
ढाँचा:Lang-bn	Mall:Lang-bn
ढाँचा:Lang-az	Mall:Lang-az
ढाँचा:KEN	Mall:KEN
ढाँचा:JAM	Mall:JAM
श्रेणी:उत्तराखण्ड	Kategori:Uttarakhand
ढाँचा:Sic	Mall:Sic
ढाँचा:IPA audio link	Mall:IPA audio link
ढाँचा:Country data Ulster	Mall:Landsdata Ulster
ढाँचा:Country data Turkmen SSR	Mall:Landsdata Turkmenska SSR
ढाँचा:Country data Tocantins	Mall:Landsdata Tocantins
ढाँचा:Country data Thuringia	Mall:Landsdata Thüringen
ढाँचा:Country data Tajik SSR	Mall:Landsdata Tadzjikiska SSR
ढाँचा:Country data Saxony-Anhalt	Mall:Landsdata Sachsen-Anhalt
ढाँचा:Country data Saarland	Mall:Landsdata Saarland
ढाँचा:Country data Rio Grande do Norte	Mall:Landsdata Rio Grande do Norte
ढाँचा:Country data Pernambuco	Mall:Landsdata Pernambuco
ढाँचा:Country data Paraná	Mall:Landsdata Paraná
ढाँचा:Country data Moldavian SSR	Mall:Landsdata Moldaviska SSR
ढाँचा:Country data Mecklenburg-Vorpommern	Mall:Landsdata Mecklenburg-Vorpommern
ढाँचा:Country data Mato Grosso do Sul	Mall:Landsdata Mato Grosso do Sul
ढाँचा:Country data Lower Saxony	Mall:Landsdata Niedersachsen
ढाँचा:Country data Kirghiz SSR	Mall:Landsdata Kirgiziska SSR
ढाँचा:Country data Italian Social Republic	Mall:Landsdata Salòrepubliken
ढाँचा:Country data Hamburg	Mall:Landsdata Hamburg
ढाँचा:Country data Congo Free State	Mall:Landsdata Kongostaten
ढाँचा:Country data Ceuta	Mall:Landsdata Ceuta
ढाँचा:Country data British Honduras	Mall:Landsdata Brittiska Honduras
ढाँचा:Country data British Guiana	Mall:Landsdata Brittiska Guyana
ढाँचा:Country data Bremen	Mall:Landsdata Bremen
ढाँचा:Country data Brazilian Federal District	Mall:Landsdata Brasiliens federala distrikt
ढाँचा:Country data Brandenburg	Mall:Landsdata Brandenburg
ढाँचा:Country data Bahia	Mall:Landsdata Bahia
ढाँचा:Sister project	Mall:Interwikimall
ढाँचा:Country data Arab League	Mall:Landsdata Arabförbundet
श्रेणी:अङ्क गणित	Kategori:Aritmetik
श्रेणी:लेखापरीक्षण	Kategori:Revision
ढाँचा:Country data Bavaria	Mall:Landsdata Bayern
श्रेणी:बिहार	Kategori:Bihar
ढाँचा:Country data Western Sahara	Mall:Landsdata Västsahara
ढाँचा:Country data Guadeloupe	Mall:Landsdata Guadeloupe
ढाँचा:Country data Montserrat	Mall:Landsdata Montserrat
ढाँचा:Country data Saint Barthélemy	Mall:Landsdata Saint-Barthélemy
ढाँचा:Country data Cayman Islands	Mall:Landsdata Caymanöarna
ढाँचा:Country data Mayotte	Mall:Landsdata Mayotte
श्रेणी:ब्रिटिश भारत	Kategori:Brittiska Indien
ढाँचा:Country data Catalonia	Mall:Landsdata Katalonien
ढाँचा:Country data Dutch Republic	Mall:Landsdata Republiken Förenade Nederländerna
श्रेणी:दादरा अनि नगरहवेली	Kategori:Dadra och Nagar Haveli
ढाँचा:Country data Falkland Islands	Mall:Landsdata Falklandsöarna
श्रेणी:आसामका जिल्लाहरू	Kategori:Distrikt i Assam
श्रेणी:बिहारका जिल्लाहरु	Kategori:Distrikt i Bihar
श्रेणी:हिमाचल प्रदेशका जिल्लाहरू	Kategori:Distrikt i Himachal Pradesh
श्रेणी:भारतका जिल्लाहरू	Kategori:Distrikt i Indien
श्रेणी:जम्मु कश्मीरका जिल्लाहरू	Kategori:Distrikt i Jammu och Kashmir
श्रेणी:झारखंडका जिल्लाहरू	Kategori:Distrikt i Jharkhand
श्रेणी:कर्नाटकका जिल्लाहरू	Kategori:Distrikt i Karnataka
ढाँचा:TOC left	Mall:TOCvänster
श्रेणी:महाराष्ट्रका जिल्लाहरू	Kategori:Distrikt i Maharashtra
श्रेणी:मेघालयका जिल्लाहरू	Kategori:Distrikt i Meghalaya
श्रेणी:राजस्थानका जिल्लाहरू	Kategori:Distrikt i Rajasthan
श्रेणी:सिक्किमका जिल्लाहरू	Kategori:Distrikt i Sikkim
श्रेणी:तमिलनाडुका जिल्लाहरू	Kategori:Distrikt i Tamil Nadu
श्रेणी:उत्तर प्रदेशका जिल्लाहरू	Kategori:Distrikt i Uttar Pradesh
श्रेणी:पश्चिम बङ्गालका जिल्लाहरू	Kategori:Distrikt i Västbengalen
ढाँचा:Country data Guinea	Mall:Landsdata Guinea
ढाँचा:Country data Guinea-Bissau	Mall:Landsdata Guinea-Bissau
ढाँचा:Country data Gold Coast	Mall:Landsdata Guldkusten
श्रेणी:वातावरण	Kategori:Miljö
श्रेणी:Country data redirects	Kategori:Landsdataomdirigeringar
ढाँचा:Lang-br	Mall:Lang-br
ढाँचा:Lang-zh	Mall:Zh
ढाँचा:IAST2	Mall:IAST
ढाँचा:Lang-mn	Mall:Lang-mn
ढाँचा:Lang-sa	Mall:Lang-sa
ढाँचा:Lang-sv	Mall:Lang-sv
श्रेणी:फ्रान्सेली अराजकतावादीहरू	Kategori:Franska anarkister
श्रेणी:अराजकतावाद	Kategori:Anarkism
ढाँचा:भारत आधार	Mall:Indienstub
ढाँचा:Infobox holiday	Mall:Faktamall högtid
ढाँचा:Country data Azerbaijan SSR	Mall:Landsdata Azerbajdzjanska SSR
श्रेणी:उदार दलहरू	Kategori:Liberala partier
ढाँचा:Tech stub	Mall:Teknikstub
श्रेणी:नेपाली अभिनेताहरू	Kategori:Nepalesiska skådespelare
श्रेणी:नेपाली खेलाडीहरू	Kategori:Nepalesiska idrottare
श्रेणी:रुसी अराजकतावादीहरू	Kategori:Ryska anarkister
ढाँचा:Luna programme	Mall:Lunaprogrammet
श्रेणी:जर्मन सामाजिक-जनवादी पार्टी	Kategori:Tysklands socialdemokratiska parti
ढाँचा:Infobox physical quantity	Mall:Fysikalisk storhet
श्रेणी:एंगोलामा राजनैतिक दलहरू	Kategori:Politiska partier i Angola
श्रेणी:सेंट लूसियाका राजनैतिक दलहरू	Kategori:Politiska partier i Saint Lucia
ढाँचा:Country data Macedonia	Mall:Landsdata Makedonien
ढाँचा:Country data Napoleonic Italy	Mall:Landsdata Kungariket Italien (Napoleon)
श्रेणी:Subtemplates of Template Convert	Kategori:Undermallar till Mall:Convert
ढाँचा:TPE	Mall:TPE
विकिपीडिया:ट्विङ्कल	Wikipedia:Twinkle
श्रेणी:द सिम्प्सनस्	Kategori:Simpsons
श्रेणी:रंग	Kategori:Färg
श्रेणी:अराजकतावादीहरू	Kategori:Anarkister
ढाँचा:Country data United Arab Republic	Mall:Landsdata Förenade Arabrepubliken
श्रेणी:User ne-N	Kategori:Användare ne-N
श्रेणी:औषधि	Kategori:Medicinalväxter
ढाँचा:Country data Tanzania	Mall:Landsdata Tanzania
ढाँचा:Country data Principality of Montenegro	Mall:Landsdata Furstendömet Montenegro
ढाँचा:Country data Saint Vincent and the Grenadines	Mall:Landsdata Saint Vincent och Grenadinerna
श्रेणी:क्याम्बोडियामा राजनैतिक दलहरू	Kategori:Politiska partier i Kambodja
ढाँचा:Country data Somalia	Mall:Landsdata Somalia
ढाँचा:Country data South Carolina	Mall:Landsdata South Carolina
ढाँचा:Image label begin	Mall:Image label begin
ढाँचा:Bg icon	Mall:Bg ikon
ढाँचा:Infobox single	Mall:Infobox singel
ढाँचा:When	Mall:När
श्रेणी:मेन्सेविकहरू	Kategori:Mensjeviker
श्रेणी:क्यानडाका प्रधानमन्त्रीहरू	Kategori:Kanadas premiärministrar
श्रेणी:प्राचिन ग्रिक शब्द भएको लेख	Kategori:Antikens grekiska filosofer
श्रेणी:क्रान्तिहरू	Kategori:Revolutioner
श्रेणी:User ne	Kategori:Användare ne
ढाँचा:Year in other calendars	Mall:Andra tideräkningar
श्रेणी:User en-1	Kategori:Användare en-1
श्रेणी:User de-1	Kategori:Användare de-1
ढाँचा:Country data Abruzzo	Mall:Landsdata Abruzzo
ढाँचा:Spain Squad 2002 World Cup	Mall:Spaniens trupp i VM i fotboll 2002
ढाँचा:Fbw	Mall:Dff
ढाँचा:Thank you	Mall:Tack
ढाँचा:Inflation-fn	Mall:Inflation-fn
ढाँचा:Inflation	Mall:Inflation
Portal:द सिम्प्सनस्	Portal:Simpsons
विकिपीडिया:चित्र कपीराइट ट्याग	Wikipedia:Meddelanden för upphovsrätt
ढाँचा:Cold War	Mall:Kalla kriget
ढाँचा:Venera	Mall:Veneraprogrammet
ढाँचा:Space Shuttle Columbia	Mall:Columbia
ढाँचा:Space Shuttle Discovery	Mall:Discovery
ढाँचा:Country data Molise	Mall:Landsdata Molise
ढाँचा:Pipe	Mall:Pipe
विकिपीडिया:स्वशिक्षा/ध्यान राख्नुहोस्	Wikipedia:Kom ihåg
ढाँचा:Uw-preview	Mall:Förhandsgranska
ढाँचा:Frac	Mall:Frac
ढाँचा:Country data Apulia	Mall:Landsdata Apulien
ढाँचा:Country data Armenian SSR	Mall:Landsdata Armeniska SSR
ढाँचा:Country data Calabria	Mall:Landsdata Kalabrien
ढाँचा:Start date	Mall:Startdatum
ढाँचा:Country data Ceará	Mall:Landsdata Ceará
ढाँचा:Edit conflict	Mall:Redigeringskonflikt
ढाँचा:Country data Lazio	Mall:Landsdata Lazio
कुटमिरो	Litsea monopetala
बेडुलो	Ficus sarmentosa
सहायक सेनानी	Underlöjtnant
ढाँचा:Country data Madrid	Mall:Landsdata Madrid
ढाँचा:Country data Mato Grosso	Mall:Landsdata Mato Grosso
शोभापुष्प	Crotalaria verrucosa
धोबिने	Mussaenda macrophylla
ढाँचा:Lang-hif	Mall:Lang-hif
ढाँचा:User nl-3	Mall:Användare nl-3
ढाँचा:जीवनचरित-आधार	Mall:Personstub
ढाँचा:Country data Argentine Confederation	Mall:Landsdata Argentinska konfederationen
ढाँचा:Symb	Mall:Symbol
ढाँचा:Peacock term	Mall:Värdeomdöme
ढाँचा:User sh-2	Mall:Användare sh-2
प्रयोगस्थल१	Mall:Faktabox delstat, Indien
ढाँचा:Country data Durazno	Mall:Landsdata Durazno (departement)
ढाँचा:Country data Helvetic Republic	Mall:Landsdata Helvetiska republiken
ढाँचा:Supranational European Bodies	Mall:Överstatliga europeiska organ
ढाँचा:Spain Squad 2009 FIFA Confederations Cup	Mall:Spaniens trupp i FIFA Confederations Cup 2009
ढाँचा:North American topic	Mall:Nordamerika metamall
ढाँचा:Lang-kw	Mall:Lang-kw
ढाँचा:Country data Magadan Oblast	Mall:Landsdata Magadan oblast
ढाँचा:Footer Films Pedro Almodóvar	Mall:Pedro Almodóvar
ढाँचा:Infobox road	Mall:Vägfakta
ढाँचा:Heart diseases	Mall:Kardiovaskulära sjukdomar
